vacancy_id,technology,frequency,category,level,domain,fgos_competencies,prof_standards
122058540,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122058540,React,2,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122058540,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122058540,Git,1,Инструмент,basic,development,ПК-1,06.001_A
119910807,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122115343,JavaScript,2,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122115343,React,3,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122115343,Git,1,Инструмент,basic,development,ПК-1,06.001_A
121944475,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
121944475,React,1,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122425382,Python,2,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122425382,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122424409,Git,1,Инструмент,basic,development,ПК-1,06.001_A
121653896,Python,3,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
121653896,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121653896,Git,2,Инструмент,basic,development,ПК-1,06.001_A
121504994,JavaScript,3,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
121504994,Git,1,Инструмент,basic,development,ПК-1,06.001_A
121665450,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121665450,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122151892,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122151892,React,3,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122151892,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122151892,Git,2,Инструмент,basic,development,ПК-1,06.001_A
122321918,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122253988,Python,2,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122144207,React,2,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122324647,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122390522,Python,2,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
121547995,JavaScript,2,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
121547995,React,9,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
121547995,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
121547995,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122314495,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122314495,Git,2,Инструмент,basic,development,ПК-1,06.001_A
121726076,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
121726076,React,2,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122140076,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122140076,React,1,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122140076,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122171433,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122265424,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122265424,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122294426,React,4,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122294426,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122388956,Python,3,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122388956,React,2,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122388956,Docker,2,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122217438,Python,4,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122217438,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122217438,React,6,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122217438,Docker,2,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122217438,Git,2,Инструмент,basic,development,ПК-1,06.001_A
122284144,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122324259,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122324259,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122325018,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122325018,React,1,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122325018,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122214913,Python,2,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122214913,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122324647,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122388480,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122370327,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122370327,React,1,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122370327,SQL,3,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122300928,React,5,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122300928,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122300928,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122317261,JavaScript,2,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122317261,React,4,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122317261,Docker,4,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122317261,Git,1,Инструмент,basic,development,ПК-1,06.001_A
121484485,Python,4,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
121484485,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121484485,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122072198,Git,2,Инструмент,basic,development,ПК-1,06.001_A
122215664,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122215664,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122229826,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
121670570,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122241001,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122354059,JavaScript,2,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122354059,Docker,2,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122354059,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122295793,Python,2,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
121667368,JavaScript,2,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
121667368,Git,2,Инструмент,basic,development,ПК-1,06.001_A
122425228,Python,1,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122425228,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122425228,React,1,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122425228,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122351270,React,3,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
120335216,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122366543,JavaScript,2,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122366543,React,3,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122366543,SQL,3,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121666987,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121666987,Git,3,Инструмент,basic,development,ПК-1,06.001_A
122370096,Python,2,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122370096,JavaScript,2,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122370096,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122370096,Git,4,Инструмент,basic,development,ПК-1,06.001_A
122197029,React,8,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122197029,Docker,3,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122197029,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122279254,React,2,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122279254,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122279254,Docker,3,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122051772,JavaScript,4,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122051772,React,1,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122051772,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122423395,Python,5,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122423395,Git,3,Инструмент,basic,development,ПК-1,06.001_A
120870818,Python,8,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
120870818,Docker,3,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
120870818,Git,2,Инструмент,basic,development,ПК-1,06.001_A
122325437,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122325437,React,5,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122325437,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122325437,Git,2,Инструмент,basic,development,ПК-1,06.001_A
122424236,SQL,3,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122216922,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122216922,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122216922,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122322742,Python,2,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122322742,React,5,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122322742,Docker,3,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122322742,Git,1,Инструмент,basic,development,ПК-1,06.001_A
116347834,Python,4,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
116347834,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
116347834,Git,2,Инструмент,basic,development,ПК-1,06.001_A
122155037,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122295335,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122295335,React,2,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122295335,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122295335,Git,2,Инструмент,basic,development,ПК-1,06.001_A
122254310,React,2,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122254310,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122342503,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122342503,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122094119,JavaScript,2,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122094119,React,1,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122094119,Docker,2,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
121746907,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122305745,React,3,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122305745,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122425607,Python,1,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122425607,React,1,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122425607,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122425607,Docker,2,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
121740043,JavaScript,3,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
121740043,Docker,2,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
121740043,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122223686,React,3,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122223686,Git,1,Инструмент,basic,development,ПК-1,06.001_A
121832603,JavaScript,2,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
121832603,Git,2,Инструмент,basic,development,ПК-1,06.001_A
121960927,React,1,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
121960927,Docker,2,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
121960927,Git,1,Инструмент,basic,development,ПК-1,06.001_A
121833223,Docker,2,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122276639,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122034304,React,2,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122208993,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
117909149,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122184447,Python,4,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122184447,React,1,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122184447,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122251097,JavaScript,2,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
121569642,React,3,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
121569642,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122254996,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122278110,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122242112,Python,1,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122242112,JavaScript,2,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122242112,React,6,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122242112,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122242112,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
121660633,Python,1,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
121660633,React,1,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
121672404,Python,2,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
121672404,JavaScript,2,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
121672404,React,3,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
121672404,Docker,2,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
121263547,Python,1,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
121263547,JavaScript,2,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
121263547,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121263547,Git,1,Инструмент,basic,development,ПК-1,06.001_A
121508643,Python,5,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
121508643,JavaScript,4,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
121508643,React,4,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
121508643,Docker,2,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
121508643,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122106956,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122106956,Docker,3,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122106956,Git,2,Инструмент,basic,development,ПК-1,06.001_A
121420563,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
121420563,React,6,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
121420563,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121420563,Docker,2,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
121420563,Git,1,Инструмент,basic,development,ПК-1,06.001_A
120354912,React,5,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
120354912,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
120354912,Git,1,Инструмент,basic,development,ПК-1,06.001_A
121663891,React,3,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
121663891,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121663891,Git,2,Инструмент,basic,development,ПК-1,06.001_A
122278863,Docker,2,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122278863,Git,1,Инструмент,basic,development,ПК-1,06.001_A
121169776,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
121169776,React,2,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
121169776,SQL,3,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121169776,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
121169776,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122312039,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122312039,React,1,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122312039,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122312039,Git,1,Инструмент,basic,development,ПК-1,06.001_A
121468925,React,3,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
121468925,Docker,2,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
121873700,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122101518,JavaScript,3,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122101518,React,3,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122101518,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122101518,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122101518,Git,2,Инструмент,basic,development,ПК-1,06.001_A
121654646,React,5,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
121654646,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
121685277,React,2,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
121685277,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121870282,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
121870282,React,3,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
121870282,Docker,2,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
121870282,Git,1,Инструмент,basic,development,ПК-1,06.001_A
121800329,Git,1,Инструмент,basic,development,ПК-1,06.001_A
83555203,SQL,8,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121512984,JavaScript,3,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
121512984,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122296055,JavaScript,2,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122296055,React,6,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122296055,Docker,3,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122296055,Git,1,Инструмент,basic,development,ПК-1,06.001_A
121391552,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
116528989,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
116528989,React,1,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
116528989,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
116528989,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122344161,React,3,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122344161,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122325869,Python,2,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122325869,React,1,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122325869,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122325869,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122325869,Git,1,Инструмент,basic,development,ПК-1,06.001_A
121465278,Python,2,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
121465278,JavaScript,2,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
121465278,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
121465278,Git,2,Инструмент,basic,development,ПК-1,06.001_A
120751300,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
120751300,React,1,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
120751300,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121382877,JavaScript,2,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
121382877,React,4,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
121382877,Docker,2,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
121887563,Python,1,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
121887563,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121887563,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
121887563,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122101109,JavaScript,2,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122101109,React,2,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122101109,Docker,2,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
120759318,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
120759318,React,1,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
120759318,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121792512,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122223780,Python,2,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
122223780,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122223780,React,2,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
118858745,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
118858745,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
118858745,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122022134,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122022134,React,1,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122022134,Git,1,Инструмент,basic,development,ПК-1,06.001_A
121838317,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
121838317,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121838317,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122320237,JavaScript,2,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122320237,React,5,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122320237,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122320237,Git,2,Инструмент,basic,development,ПК-1,06.001_A
122070438,JavaScript,2,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122070438,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122070438,Docker,2,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122070438,Git,2,Инструмент,basic,development,ПК-1,06.001_A
121571044,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
121571044,React,4,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
121571044,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121571044,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
121571044,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122148181,JavaScript,3,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122148181,React,6,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122148181,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122148181,Docker,2,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
121509357,Python,6,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
121509357,React,1,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
121509357,SQL,2,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
121509357,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
118596968,JavaScript,1,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
118596968,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
118596968,Git,1,Инструмент,basic,development,ПК-1,06.001_A
121845457,Python,2,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
121845457,JavaScript,2,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
121845457,Git,1,Инструмент,basic,development,ПК-1,06.001_A
122100844,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
122100844,Git,2,Инструмент,basic,development,ПК-1,06.001_A
120995353,JavaScript,2,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
120995353,Git,1,Инструмент,basic,development,ПК-1,06.001_A
119559830,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122341471,JavaScript,2,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122341471,Git,1,Инструмент,basic,development,ПК-1,06.001_A
121883643,JavaScript,2,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
121883643,React,2,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122246737,JavaScript,2,Язык программирования,middle,frontend,"ПК-1,ПК-2",06.001_A
122246737,React,4,Фреймворк,middle,frontend,"ПК-1,ПК-2",06.001_A
122246737,SQL,1,База данных,basic,data,"ПК-2,ПК-3","06.001_B,06.022_A"
122246737,Docker,1,DevOps,advanced,infrastructure,"ПК-3,ПК-4",06.001_C
121850960,Python,4,Язык программирования,middle,backend,"ПК-1,ПК-2,ПК-3","06.001_A,06.001_B"
